,teacher_id,alpha_index,batch_id,scrape_date,scrape_status,teacher_name,location,followers,languages,date_joined,about,image_url
6700,jerrykeusch,j,68,2022-12-12 07:35:49.423915,name found,Jerry Keusch,"Galway, Ireland",133 followers,English,Joined in Mar 2021,"Jerry is a mindfulness and meditation teacher living in Galway, Ireland. His focus is to help you build a daily mindfulness practice. You can meet & meditate with Jerry every day by joining his Group; The Beautiful Mind Gardening Club. Jerry believes that mindfulness should form part of an overall Well-being practice in which we care for our physical, mental, emotional and spiritual health. Jerry is trained and certified as a Mindfulness & Meditation Teacher by Tara Brach and Jack Kornfeld....read more",https://users.insighttimer.com/z3Q9Q9P9Q1z7Z7g6Q8K5g2y0r5W8F8D5b5Y6d0U6L1a4V6Y4z8g5s5y1q3Y8P6v2b7C6s0F6J7r6c6V5B4c5j8y2m5k5g4R8H5z5/pictures/square_medium.jpeg
6701,janka.schlettwein,j,68,2022-12-12 07:36:08.244815,name found,Janka Schlettwein,"Basel, Switzerland",133 followers,Deutsch,Joined in Jan 2020,"Schamanische Arbeit, Seminare, Holotropes Atmen, Kartenset Q'ero Kosmovision: Meine Arbeit unterstützt dich auf dem Weg des Erinnerns und Heilwerdens. Sie fördert Dich dabei, Deinen Weg zu finden, der Dich zu Deiner eigenen Kraft, Selbstliebe, Eigenverantwortung, Heilung hinführt. Weg vom bewegungsarmen Ver-Stehen zu einem fliesenden, lebendigen be-Herzten Handeln. Ich nutze für diesen Weg schamanische Techniken. Sie wurden seit Anbeginn der Menschheit in allen Kulturen genutzt, sind erprobt, bewährt und ausgefeilt. Schamanismus ist ein globales Erbe, das von vielen indigenen Kulturen in ihren Traditionen sorgsam gehütet wurde. Viele meiner Lehrer sind Q'eros, stammen aus den Anden in Peru, sie leben auch heute noch das Wissen und die Weisheit der Inkas und deren Sternenvorfahren....read more",https://users.insighttimer.com/p3M8P0w0F3j4x9q8Q0y2M0y4V4L5A6C1S1C1n8e9H7z3A5U1z3X2g8z2Y2v7M6Q9N1k7U3s1d6n3w0v7q2F5v3j4S0b3n4j5m8P0/pictures/square_medium.jpeg
6702,judysingsdaily,j,68,2022-12-12 07:36:17.026935,name found,Judy Sings Daily,"Rockville Centre, NY, USA",133 followers,,Joined in Sep 2021,"Judy is a vibrational sound artist from Long Island, NY. Using her voice, a loop machine, the occasional crystal/metal bowl and her experience as an intuitive singer, she crafts one-of-a-kind soundscapes that are other-worldly and transformative. Each one is created in the moment, for the moment....read more",https://users.insighttimer.com/j3m5r4x2h0N2B1X1a8g8w6R2U4b9F9x9E7v3c9U5a5A0v0e0t2P0L8J3V7d6p6r8q4n4S0c4p8x4L5Z8U1q3L7q3e8x4w1t5V4A2/pictures/square_medium.jpeg
6703,iytproducts,j,68,2022-12-12 07:36:19.889221,name found,Joseph Le Page- Integrative Yoga Therapy ,"Sebastopol, CA, USA",133 followers,English,Joined in Dec 2018,"Joseph Le Page is the founder and director of Integrative Yoga Therapy (IYT) and a pioneer in Yoga therapy training programs. IYT, a leader in the Yoga therapy field since 1993, is the result of Joseph’s life experiences, his training as a Kripalu Yoga teacher and his master’s degree work in experiential education, along with his lifelong interest in mind-body health. ...read more",https://users.insighttimer.com/m2m1U3p1U9V8V4R6U4T7d8Z0b7d9Y6g0U1k2D8m2z3n3m3c8E9B3A3r0W1G5K0A5v6g6m4R5X4j2Z6N6j5E0k4f3C8N6M9D9y7s5/pictures/square_medium.jpeg
6704,jamescoan,j,68,2022-12-12 07:36:38.519686,name found,James Coan,,132 followers,English,Joined in Nov 2021,"Dr. James Coan is Professor of Psychology and Director of the Virginia Affective Neuroscience Laboratory at the University of Virginia. He is co-editor of the Handbook of Emotion Elicitation and Assessment and has authored more than ninety peer-reviewed articles. He has appeared as an expert for several episodes of National Geographic’s Brain Games, is a fellow of the Mind and Life Institute, produces the podcast Circle of Willis, and serves as Chief Scientific Advisor at Movius Consulting....read more",https://users.insighttimer.com/1qNlF4yqOEV7glxyT0saVZqFqBw2/pictures/square_medium.jpeg
6705,jicampoo,j,68,2022-12-12 07:36:41.470743,name found,Juan Ignacio Campoo,"Amsterdam, Netherlands",132 followers,English,Joined in Mar 2020,"I envision a thriving world, where people are happy, living to their full potential and in perfect balance with nature and their peers. I strive to raise humanity into a higher awareness of themselves and their role in the creation of such a world.

Helping people gain freedom, peace and fulfillment, is my passion. Doing that in a fast and beautiful way... that's my trademark. 

Curious? Lovely, then this was meant to be....read more",https://users.insighttimer.com/q2u2g8g1G9t7c2E5G7H4j2x5U1Q3d3D8u0A7a2D7e0Y1D7c5K1k9y2J7P4J5e1e7w6u3v7k2B3k0y2y6D5X9a2w8m3C6X6Z9W0d8/pictures/square_medium.jpeg
6706,juliaabbott,j,68,2022-12-12 07:36:44.319906,name found,Julia Andreini,"Cedar Falls, IA, USA",131 followers,English,Joined in Apr 2019,Julia is a yoga and meditation teacher living in the midwest.,https://users.insighttimer.com/T2c9X3q8g8b1F5g4x4N7H1x5d5R9V5a8k2J2L3a3z7Q9D3H4V1L9m5g0y9x7a7h6u9V4f9B6t0Y2n4J7h6Z2W0Y9B0m9U2y1f1v2/pictures/square_medium.jpeg
6707,omshanti,j,68,2022-12-12 07:36:55.704445,name found,Judy Johnson,"Halifax Regional Municipality, Canada",131 followers,English,Joined in Jul 2018,"Judy has been active in the field of experiential learning and organizational effectiveness for 30 years, consulting with government, private and community-based organizations worldwide. She is known for her depth of insight, enthusiasm and clarity. She coordinates the Brahma Kumaris meditation centre in Halifax, Canada.
...read more",https://users.insighttimer.com/N5J7a0K8r7A2E0X7m8d2g5e7A7T2T7B1d7Z2F7F4n4z8F5F9y1u8r6g9h7L7p6Q2u6v6v2n0e2M8L2F4g0F8e6L2L0D4e9Q5D6W1/pictures/square_medium.jpeg
6708,wonderbirthbliss,j,68,2022-12-12 07:37:14.461512,name found,Jessica Pope,"Melbourne, Australia",131 followers,English,Joined in Jul 2018,"Jessica Pope is the owner of Bliss Health & Wellness. She provides heart-centred childbirth education and parenting resources to women and their families to help make your journey into parenthood a wonderful one.

As a mother of two, she's taken her experiences of being a midwife, together with bringing her own babies into the world in such a beautiful and positive way to help others experience a similar joy, whatever experience you may have in mind for you. ...read more",https://users.insighttimer.com/Q8U6g1g5x3W8f8P8Y5N0r9p0A2U5j5K7f1c2T8J7s0J5b2y2m8P2V9v2w2m0z9p2x7f2A9j8s0r0d0Z6z1Q1Z4c9A2S0w0K3c7w5/pictures/square_medium.jpeg
6709,aura-aura,j,68,2022-12-12 07:37:33.488614,name found,Jocelyn Bigot,"Montreal, QC, Canada",131 followers,Français and English,Joined in Jul 2022,"Jocelyn Bigot is a Reiki Master, a holistic therapist and a Mental Health and Anxiety First Aid facilitator. He’s the founder of Aura-Aura, a space where he helps you recalibrating your emotions and harmonizing your energy.

Jocelyn Bigot est Maître Reiki, thérapeute holistique et Intervenant en premiers secours psychologiques spécialisé en gestion de l'anxiété. Il est le fondateur d’Aura-Aura, un espace de rétablissement où il vous aide à rééquilibrer vos émotions et harmoniser votre énergie....read more",https://users.insighttimer.com/bbQg4aeTWzdAlvrvHPvb3ePN3Pt1/pictures/square_medium.jpeg
