,teacher_id,alpha_index,batch_id,scrape_date,scrape_status,teacher_name,location,followers,languages,date_joined,about,image_url
3800,drwinark,d,39,2022-12-11 14:29:29.004732,name found,Dr Win Ark,"San Francisco, CA, USA",65 followers,English,Joined in Sep 2020,"Dr. Win Ark is a licensed clinical psychologist in private practice in San Francisco.  He uses an integrative form of psychotherapy called Buddhist Based Cognitive Behavioral Therapy that combines Buddhist psychology, mindfulness meditation, and cognitive-behavioral therapy.  His teachers include Tara Brach and Jack Kornfield under whom he is certified as a mindfulness meditation teacher.  He has also been influenced by a number of teachers in the Theravadan / Thai Forest tradition. ...read more",https://users.insighttimer.com/KEcgCfs3bTdvfAX6MyDZVsXpRSl1/pictures/square_medium.jpeg
3801,coachdelia,d,39,2022-12-11 14:29:54.040087,name found,Delia Román,"San Juan, Puerto Rico",65 followers,Español,Joined in Jul 2019,"Delia is a mindfulness teacher.  Passionate about helping others to surf live and emotions one breath at a time.

Breath, feel, be.  

Thank you for being here and taking time to clear your mind and open your heart.  Taking care of your inner self matters.  I wish you live with peace, love, health and happiness....read more",https://users.insighttimer.com/g0v1d8X0T7f8b5Q7e6X2q7R9d2G1x0z4h5b3y5q0c8y4w9b8a4N4R4k7U6j3r1u8R3D8V7P3g7V2c4a3A5Z1k8n3z6X0N1n9U2z2/pictures/square_medium.jpeg
3802,drakenyxvision,d,39,2022-12-11 14:29:56.962103,name found,Drake Carnahan,"Portland, OR, USA",65 followers,English,Joined in Feb 2020,"Integrating the element of soul for individuals, communities and the places where they live. Holistic healing that weaves in the whole person, earth care and community participation.",https://users.insighttimer.com/G4V9r0r2x5A8u9J1K8W6u9Y0g7Y1D9U7g6v8p3Z0t5j6Y2g3x3A5c6F2R4Q3N7y3x2S2Z0t6h8L6e2n1T7j3S7P8p7d8p0N5Q8a5/pictures/square_medium.jpeg
3803,dalidaturkovic,d,39,2022-12-11 14:30:00.076647,name found,Dalida Turkovic,"Beijing, China",65 followers,English,Joined in Feb 2020,"Dalida is the founder of Beijing Mindfulness Centre where she works as a Mindful Self-Compassion teacher, Hakomi and Trauma-Sensitive Mindfulness practitioner. She holds PCC as a coach and is passionate about learning traditional Chinese arts (internal martial arts and qigong). She has been living in China for close to three decades...read more",https://users.insighttimer.com/n0H5J3P9G0Q0m9d0f9s1E1W3Q1u0C2f8Y0C9x0J7d4J9C5Y9b1v4v1k4q0F1j0s0p6h7g0w1R9X8B5W6C9K4r8S5k6e5X6v7N4u5/pictures/square_medium.jpeg
3804,dmitrychipractice,d,39,2022-12-11 14:30:03.046186,name found,Dmitry Pankov,"Bali, Indonesia",65 followers,Русский and English,Joined in Feb 2021,"Телесный терапевт, преподаватель Цигун, Body-инженер, коуч по телесной осознанности. Личная практика Йоги Айенгара и Цигун с 2010 года. Обучался Цигун у Константина Смирнова (Россия) и Lee Holden (США). Обучался остеопатии по методу Александра Сереброва. Преподавание Цигун с 2017 года. Член Национальной Ассоциации Народной Медицины и Оздоровительных практик (НАНМ). Член Российской Национальной федерации Юмейхо. Компетенция International Yumeiho Center (Токио, Япония): DAN 1 — Shokyu (初級) yumeihoshi Shodan (初段 湧 命 法師)....read more",https://users.insighttimer.com/7cVbAHGxSFhBafTWPWeN7Cc0eVC3/pictures/square_medium.jpeg
3805,declarewarwithin,d,39,2022-12-11 14:30:27.929634,name found,Daniel John Karan,"Miami, FL, USA",65 followers,English,Joined in Jun 2018,"Declare War Within is dedicated to defeating our inner enemies in order to actualize our potential. These are a series of meditations to help you do exactly that. Whether that enemy be fear, doubt, worry or any type of self-sabotage. ...read more",https://users.insighttimer.com/z8e8g5s7e1E7S6k5z2c9L7A6c9Z5w3x4J1c9X9s7Z4s0C9X2U7m0T3f1G5z1x7U3U1Y4v3E8z3M9e1B2M9x3z2Q8N7e5X9k4U7p5/pictures/square_medium.jpeg
3806,danieltucker,d,39,2022-12-11 14:30:30.588260,name found,Daniel Tucker,"Melbourne, Australia",64 followers,English,Joined in Jul 2019,"Through the daily practice of meditation I have experienced incredible positive shifts in my mental health and physical wellbeing. 

Following a deep curiosity for understanding how consciousness affects our human experience, I have advanced my knowledge in studies of Vedic Philosophy and became a certified teacher in 2018.   

I also began Spiritual Tradie podcast in 2017, talking to all kinds of people about their journeys and bringing spiritual wisdom into the real world.      
...read more",https://users.insighttimer.com/A6A0w8b0n8m2B3a2w4p8T4f6x2L4b4q3E6w5H6Z9c4K3Z8D7P3m6Z8w7S1y1b0V2f0d6V6z1P8t0T7a8D9q2u4e7A3c0N7W4w1n2/pictures/square_medium.jpeg
3807,allankilnerjohnson,d,39,2022-12-11 14:30:49.348629,name found,Dr Allan Kilner-Johnson,"London, UK",64 followers,English,Joined in Jan 2021,"Allan Kilner-Johnson, PhD is an academic and mindfulness meditation teacher who brings together the power and grace of ancient contemplative practices in an evidence-based, non-dogmatic, psychospiritual toolkit for finding and living your most creative life.

He is an accredited mindfulness meditation teacher, registered yoga teacher (RYT-200), and psychosynthesis coach. ...read more",https://users.insighttimer.com/e8V5c2u7w9E3b6E1Z0n0c2v3s6P6m1J7L9r7K7u3v7t7N9q7T0b3Q1E3a0L1y3Q4Y0B1h8v4D9Q9V4j8C0F3t4s4F7E8T3f5q8V5/pictures/square_medium.jpeg
3808,angieholzer,d,39,2022-12-11 14:31:08.084068,name found,Dr Angie Holzer,"Palo Alto, CA, USA",64 followers,English,Joined in Apr 2019,"Dr. Angie Holzer teaches yoga and meditation at Stanford University where she specializes in Yoga for Mental Health. She has a doctorate in learning and leadership. Trained in Rishikesh India, yoga capital of the world, from Yogi Dinesh. Certified in yoga and mindfulness for cancer survivors, trauma-informed yoga, applied adaptive yoga and yoga for mental health.

Daily mantra: ""Today I choose to be grateful for everything I have, kind to myself and others, present here and now.""...read more",https://users.insighttimer.com/t8d5e9W2b0q6K0r7c6C0c6d0r2q4E7S4U4s2K5f6r6K3L0B5r8j5T0V4t2R8G0Q0t3f1S3p5J3e5D8M5m3Y9W5c7Q6C1u9Z3v8S2/pictures/square_medium.jpeg
3809,drsarahdavies,d,39,2022-12-11 14:31:16.714781,name found,Dr Sarah Davies,"London, UK",64 followers,English,Joined in Mar 2020,"Dr. Sarah Davies is a UK-based Chartered Integrative Counselling Psychologist, Trauma Therapist and Yoga & Meditation teacher. She offers a pragmatic and holistic approach to positive mental health and wellbeing. 

Dr. Sarah Davies specialises in the areas of anxiety, stress and burnout, toxic relationships, codependency, trauma and PTSD. She is also author of self-help book 'Never Again - moving on from narcissistic abuse and other toxic relationships'....read more",https://users.insighttimer.com/u8Y9M7H5K7y2B9t2d1R5F4q2K9e4M3P0F9f0w4H6U1Q8Q1Y0R2P3X9K1R4J0E5q8v6Y0H9J5G1g4g2M2m7j4t5W7X0c0A7r1c2c4/pictures/square_medium.jpeg
