,teacher_id,alpha_index,batch_id,scrape_date,scrape_status,teacher_name,location,followers,languages,date_joined,about,image_url
12300,marchiony,r,124,2022-12-12 07:00:49.913211,name found,"Rev. Bill Marchiony, DD","Ardmore, PA, USA",1.9k followers,English,Joined in Feb 2018,"Rev. Bill is co-Founder and Spiritual Director of New Thought Philadelphia, a community of ""Spiritual Adventurers"", welcoming each person to experience their Divine nature in an empowering space of unconditional Love.

Bill has been a minister since 2011, and a practitioner of Practical Healing Prayer since 2002. 

He is the author of ""Practical Prayer for Real Results"", a wonderful primer on the steps of Practical Prayer, with complete prayers that you can customize for your own use....read more",https://users.insighttimer.com/h0Y6k4g3r2m0y7R2U3W6a8M3f8u1p9g4e5m6S3v9b3P4J4u3P9C7z0z4b4n4J4B2E5K2s4h3S8W9a3A3m0W3E0K6m7e5g8z6r8A3/pictures/square_medium.jpeg
12301,rhondamagee,r,124,2022-12-12 07:01:09.654493,name found,Rhonda V. Magee  J.D. M.A.,"San Francisco, CA, USA",1.8k followers,English,Joined in Oct 2016,"Professor Rhonda V. Magee, M.A., J.D., University of San Francisco, is a leading innovator of mindfulness practices and equity educator for multicultural, antiracist education and social justice advocacy. She is an internationally sought-after and global Keynote speaker, mindfulness teacher, facilitator, storyteller, and thought leader on integrating mindfulness into higher education and leadership, and social policy to promote thriving in a changing world. ...read more",https://users.insighttimer.com/j1z4k8D8U6z6K1h2Z8M2v0T3X2R4B5h3A1S8u8U8h4g6T2y0J4b5w0g9m6n1h0x7v6D6d7J7A9B7H2X7f5k0t8h4U5k7q7E7U1V4/pictures/square_medium.jpeg
12302,rianneschoenmakers,r,124,2022-12-12 07:01:16.483957,name found,Rianne Schoenmakers,"Mechelen, Netherlands",1.8k followers,Nederlands and English,Joined in Sep 2016,"In haar jonge jaren was Rianne een enorme zoeker. Dat leidde tot verschillende studies, zoals vertaalkunde aan de Universiteiten van Amsterdam en Antwerpen en Kunstakademie Tilburg. Daarna reizen & werken in het buitenland, en begonnen met mediteren. In 1999 kennisgemaakt met boeddhisme, de grote omslag voor haar, thuiskomen, vooral bij zelfcompassie. Opleidingen gaan doen om het door te geven. Het maakt haar blij en dankbaar dat ze daartoe de gelegenheid krijgt....read more",https://users.insighttimer.com/v0U1w3X4a5w7s3r2M6K6U0U7R3L4u2E8a1B5F4z8T0s0y2H6j0M3e6V3n4Q1z4D0j5d7A8e9L4y7f7b1G6V8y7s2S8f6Q0p1m2H9/pictures/square_medium.jpeg
12303,jillzimmerman,r,124,2022-12-12 07:01:35.453860,name found,Rabbi Jill Zimmerman,"Richmond, CA, USA",1.8k followers,English,Joined in Sep 2016,"Rabbi Jill is deeply interested in mindfulness & meditation. She is a teacher, social activist, and wisdom-seeker. She founded and leads the Path With Heart and Hineni Jewish Spirituality community. She was ordained by Hebrew Union College, trained in the Clergy Leadership Mindfulness Program at the Institute for Jewish Spirituality, and has a certificate in Jewish Mindfulness from IJS as well....read more",https://users.insighttimer.com/c5g5N1A8Y2T8x0H1t7p9a6U3D3P8C8f0q7W0R7w1e2N1W7p7Z1R4j8T5R0j3a8z0S0K9B9V5V8k4T1P6A9x9A9F8B9S8J5M9p9j8/pictures/square_medium.jpeg
12304,withyin,r,124,2022-12-12 07:01:54.376517,name found,Robert Halley - Withyin Creative Wellness,"Toronto, ON, Canada",1.8k followers,English,Joined in Apr 2021,"Robert Halley is a queer person of colour that celebrates diversity through empathetic compassion, kindness, and play. An accomplished performing artist highlighted in ‘The Lion King’ (London), ’Wicked’ (Osaka, Japan), Alvin Ailey American Dance Theatre, ’Star Trek: Discovery.’ He is a certified 400hr yoga teacher, mindfulness meditation, life & health coach. Robert is the CEO of Withyin, a creative wellness company that blends right and left-sided solutions for mind-body wellbeing....read more",https://users.insighttimer.com/7MrczPOYEWPmMtNO1b3CdM2R42a2/pictures/square_medium.jpeg
12305,rbchristiansen,r,124,2022-12-12 07:02:17.327997,name found,Robert Christiansen,"Lake Forest,  CA USA",1.8k followers,English and Español,Joined in Apr 2017,"Robert is a teacher and the founder of Motive For Life. Through his own journey, Robert discovered that the road to success is not one of overcoming challenges, but one of allowing success to enter and stay in our lives. In his recent book, The Bug in Our Brain, he explores the patterns of self-sabotage and introduces simple exercises to move forward in your life....read more",https://users.insighttimer.com/h3W7B8J2K6R3L7q5U0W1z9L1s9F8Q5v6q4c7d2p1y4N6t5Y3L5Z6G3F2J0L6U1z4P4r5p1S3f9A1y8Q6H4J8S6L5g0h6D4d0M8D2/pictures/square_medium.jpeg
12306,renataflores,r,124,2022-12-12 07:02:36.208829,name found,Renata Flores,"Belo Horizonte, State of Minas Gerais, Brazil",1.7k followers,BR. Português,Joined in Mar 2020,"Espiritualidade, PNL, Terapia Quântica, Treinadora de Produtividade, Reiki.",https://users.insighttimer.com/r0U0d9E7H5W8Y2w1T0z6D6v1b4Z6V3c1V2C7C8A8L1d8Y2f8E1x4S5A4J1N8d4y3S5L4y5A2h8h9r1S6B2v9b3X6e9M4D4r2x7V3/pictures/square_medium.jpeg
12307,robbrandsma,r,124,2022-12-12 07:02:55.361548,name found,Rob Brandsma,"Amsterdam, NH, Netherlands",1.7k followers,Nederlands,Joined in Sep 2016,"I am director of the Centrum voor Mindfulness and a licensed health psychologist, a pedagogue and author and mindfulness teacher, teaching various mindfulness-based and compassion-based programs. I enjoyed teaching in challenging environments such as school classes, work floors, board rooms and policy institutions....read more",https://users.insighttimer.com/r9W2J1d9L0M8b5w1f3S6S3F9d5j9n4z1B2K2x9M0P0Z9T1Z0u8v3n1y4f6s8y3D1q3b2z2a5Z0c9X5f5U8w4v7S0H2y7h6q6p2Y9/pictures/square_medium.jpeg
12308,wudang_texan,r,124,2022-12-12 07:03:14.416847,name found,Robert Davis (微立）,"Tampa, FL, USA",1.6k followers,English,Joined in Mar 2020,"As former Navy EOD, Robert had to learn to convert trauma into post-traumatic growth. For years he immersed himself in wellness studies in the Americas, Europe, and Asia, including two years on Mount Wudang, China. Besides accruing 7,500 hours studying Qi Gong, Taiji, meditation, and becoming 16th generation Xuan Wu Pai, he also teaches mindfulness and yoga.

Together, we will obtain the health and wellness that everyone is entitled to. ...read more",https://users.insighttimer.com/t1V5N0u5e2C0q7V2c4H6h5A6C1e2K1A5a4Q5w9j8u9U7E9b3B4L7r0R0q8R1G9H1C8G0Q2C4X3P8E6T4h9z1s4z3r9y4F5H4X6v5/pictures/square_medium.jpeg
12309,raychillvibe,r,124,2022-12-12 07:03:39.264458,name found,Rachel Dugas (Raychill Vibe),"Oregon, USA",1.6k followers,English,Joined in Mar 2021,"Rachel Dugas is a sound meditation practitioner, vocalist, multi-instrumentalist, dancer, and plant medicine educator. At Raychill Vibe, she teaches vocal meditation, leads psychedelic sound healing journeys, offers private sound baths and musical performances, and co-leads chanting and drumming circles with her group Kirtan Beats....read more",https://users.insighttimer.com/D5P6rwIyvbMkS0JtXoCTqInyv7l2/pictures/square_medium.jpeg
12310,rplotkin,r,124,2022-12-12 07:03:58.468081,name found,Robert Plotkin,"MA, USA",1.5k followers,English,Joined in Aug 2018,"Robert Plotkin is the host of the Technology for Mindfulness Podcast and blog - providing resources, tips and talks on how technology can both promote and impede mindfulness.
",https://users.insighttimer.com/D3c9S0r6W4e8j9A0N4p3y2h8Z7a1m5m0c2x2a2z5G2F2S9L3Y4G5Y2M7Q7n3C0Z7P2r7f5m8U1E8z1e1Y9b2X2z7q7B7c0F6B3s0/pictures/square_medium.jpeg
12311,raylynch,r,124,2022-12-12 07:04:17.352746,name found,Ray Lynch,"Kelseyville, CA, USA",1.5k followers,,Joined in Sep 2016,"Ecstatic music lovers everywhere ponder this question as they play Ray's albums, unable to get enough of his beautiful music. In the early days of his musical career, Ray Lynch was an unknown classically trained guitarist and lutenist, who began experimenting with innovative new music. His debut album, The Sky of Mind, (1983) artfully meshed his early classical music training with spatial melodies and the album became an underground success.  The album also drew on contemplative music Ray had written for the community of spiritual practitioners that he has been a part of since 1974. Not surprisingly, The Sky of Mind has been used by many over the years for meditation, spiritual healing, and other spiritual purposes. As it soothes, The Sky of Mind also moves the heart with rich evocative strings accented by soft Tibetan bells that have been associated with meditative practices for centuries. The album became an underground success.

When Ray released his second album, the groundbreaking Deep Breakfast, he and his wife Kathleen sold 50,000 copies out of their small apartment in San Rafael, CA before licensing the music to a distributor.  Ray's music began appearing in bookstores and gift shops everywhere, delighting and inspiring those who heard it.  People of nearly all ages wanted this album and almost overnight, mostly through word-of-mouth, demand for Ray's masterpiece soared.  As with all things worth having, good music stands the test of time, and today, Deep Breakfast has sold over 1.4 million albums. It was the first independently released album to be certified Gold by the R.I.A.A. and which later went Platinum.

Spirits soared with Ray's third album, the emotional and texturally vibrant No Blue Thing, which won 2 Billboard Awards and sold over 400,000 copies. Ray's fourth album, the classical Nothing Above My Shoulders but the Evening, features members of the San Francisco Symphony and surprises listeners with its feeling beauty and haunting melodies reflecting Ray's classical training.  With his newest album, Ray Lynch Best Of, fans are treated to a top-notch collection of Ray’s finest work, all digitally re-mastered for unprecedented sound quality.  Highlighting Best Of are two new songs ""Ralph's Rhapsody"", and ""The Music of What Happens"", plus a wonderfully infectious dance remix of ""Celestial Soda Pop"".
  
It's always better if someone else sings your praises, so we invite you to visit the ""Guestbook"" and ""Favorite Letters"" sections on Ray's website and  read how Ray's fans feel about his music.  You’ll find letters from judges, housewives, truck drivers, students, nurses, professors and children, to name but a few.  Ray's music gets better with each listen, and to date, his music has sold well over 2 million albums and won 3 Billboard Awards, all without the benefit of live performance or videos.

What Is Ray Lynch Working On Now?
 
Ray is currently working on the manuscript for a groundbreaking book that explores the connections between mathematics and music, makes the foundations of mathematics more coherent, and, in the process, leads to a revised history of humanity and spirituality....read more",https://users.insighttimer.com/M4s1Y1S3Q2A5p8A3A3V5K7U6L3S5e0R1C6t2t9H7P0F2w1D2v0x1b3t2f6Z5y7d4d7W7u4S6y8x4V5y4y3Y8s9J3X1z7V6T1b5k1/pictures/square_medium.jpeg
12312,renatacappai,r,124,2022-12-12 07:04:40.189116,name found,Renata Cappai,"Belo Horizonte, MG, Brazil",1.5k followers,BR. Português,Joined in Jan 2019,"Especialista em saúde emocional e meditadora há 11 anos, sou pesquisadora em desenvolvimento pessoal, neurociência, espiritualidade e inteligência emocional. 
Acredito que a gente ensina o que deseja aprender, e por isso ensino tudo que eu mesma busco para trazer sentido, paz interior, alívio emocional e equilíbrio.  ""I'm still learning"" Michelangelo 
Seja bem vindo por aqui!...read more",https://users.insighttimer.com/f2G2H6Q0P7A8x2n4L4J8C4x8K0L8S5w7P0q9h0W5C0t1W4f6J1v4h2q0x5f4L3d2x4F7r4q7A1s8X5Z4G8G8M3R9v8T7H0J4m7h1/pictures/square_medium.jpeg
12313,awakeninglife,r,124,2022-12-12 07:04:43.270271,name found,Ryan Oelke,"Asheville, NC, USA",1.5k followers,English,Joined in Jan 2017,"Awakening in Life is an offering of teacher and mentor, Ryan Oelke. Ryan is an artist, entrepreneur, and contemplative teacher whose work invites us into the extraordinary ordinary moment in front of us.
",https://users.insighttimer.com/e7f0G2S3n4P0L9C7p0h9a7K9h3A1q1d9w1W8u6e3u6m9a4n6E4Y3D8G3t2Y9b0d5R2r2m3F5c7A9y9n9k6H4A4u0t8F1C2y8R4t8/pictures/square_medium.jpeg
12314,rajeshsengamedu,r,124,2022-12-12 07:04:46.141231,name found,Rajesh Sengamedu,"Cupertino, CA, United States",1.4k followers,English,Joined in Aug 2017,"Author of self-help book, Happiness beyond Mind. Available on Amazon

RYT-200 Certified Yoga Teacher.
30+ Years of Personal Practice
7+ Years of Teaching Practice

Rajesh is a follower of Advaita Vedanta as propounded by Swami Dayananda Saraswati lineage. 

He has a strong personal practice of hatha-yoga, pranayama & meditation. 

Rajesh also leads weekly free online group meditation practice based on the principles of RELAX (body, mind), CONCENTRATE (mind), ACCEPT and EXPAND.  ...read more",https://users.insighttimer.com/w9M6h7b0x6v2U7f8U0G6u8v4b7S4S7q7Z9J0N1q5B2j2R3j0y4t4q8v6B3g8g8E2r6y2a7Z4y9q5Z4c2T3S9x6k9e9c8x6x2n7D2/pictures/square_medium.jpeg
12315,robyngray,r,124,2022-12-12 07:04:49.458812,name found,Robyn Gray,"Sacramento, CA, USA",1.4k followers,English,Joined in Nov 2019,"Robyn is an integrative psychotherapist and trauma-informed meditation and yoga teacher. 

With over 15 years of experience in holistic psychotherapy and mediation, she is passionate about integrating tools from the two into her healing meditation practices....read more",https://users.insighttimer.com/T4m8C0H8h0y7t7z4u5R4Y8y5n9y7N3R8J8H5j7b9G4Z9S1V5a4F6m1A1y4x8W2a9r8T8E8Z6F6Z6N3v5z4z6W3d4x7m8D0h1G2W1/pictures/square_medium.jpeg
12316,rachelbrownbridge,r,124,2022-12-12 07:05:14.773759,name found,Rachel Brownbridge,"Geilo, Norway",1.3k followers,English,Joined in Apr 2019,"Rachel is a well-loved guide of Yoga Nidra & The LYT yoga method. Rachel works with the powerful practices of deep healing rest & high focus, smart & functional movement. She discovered through her personal practices & studies, that creating a balanced and inspired life meant mastering the nervous system. Relearning the body's natural capabilities of healing through deep rest & heart led action through movement that feeds the mind-body connection. Inspiration comes from ease in the body....read more",https://users.insighttimer.com/D2R6u6G8t5s6T4u7w6P4d3P2Y5A9f8Y5x5b6Y9g9W5Z8u7v9U6U3U7K0N3q5L6S0V3s7k5N1g3s7G5V6X9t1u1w6h6y7x4a5a4G6/pictures/square_medium.jpeg
12317,rosalieyoga,r,124,2022-12-12 07:05:33.751799,name found,Rosalie e'Silva,"Hong Kong, Hong Kong",1.3k followers,English,Joined in Feb 2018,"Rosalie is an international journalist and yoga teacher in Hong Kong. She is passionate about helping students explore their mind-body connection, through yoga nidra, meditation and sound healing. She loves how these practices can help students plug into a deeper part of themselves and realise their unlimited potential. Yoga nidra helped Rosalie overcome a fear of public speaking and then become a TV journalist. She loves facilitating this kind of transformation for others through her classes....read more",https://users.insighttimer.com/T4B5m8T4S4Y6B8L1v8d6m5a3R0v9Z4y1u6w1H5y9d0J0V8z8j7n6C3q5G6M1w7e6E5U9d7B0V4G2V0Y2v4J9Y8N9t1S5n6f4N0R4/pictures/square_medium.jpeg
