,teacher_id,alpha_index,batch_id,scrape_date,scrape_status,teacher_name,location,followers,languages,date_joined,about,image_url
1200,alissw,a,13,2022-12-11 04:23:03.249085,name found,Aliss Wang,"California, USA",20 followers,English,Joined in Nov 2020,"Psychotherapist, documentary filmmaker, head injury survivor, and lover of spicy foods, mangos, and wax apples, with a love and sensitivity of sound, providing guided meditations and readings to sooth and settle the body, mind, and spirit to our natural state of ease and grace....read more",https://users.insighttimer.com/dQ422qjJ2GcaL90EIVvgAUiFWTQ2/pictures/square_medium.jpeg
1201,ola.yogini,a,13,2022-12-11 04:23:32.600835,name found,Aleksandra Kowalska,"Warszawa, Poland",20 followers,"English, Italiano and Polski",Joined in May 2022,"Aleksandra is certified hatha and yin yoga teacher (200-RYT + 50YIN) 
She teaches mindful yoga classes with focus on the breath and bodily sensations. 
Her practices will guide you back to your inner peace and will help you find the safe place within yourself....read more",https://users.insighttimer.com/f6j1w6L7a0R4W9C4N7Q1r0x5V3K7d8c5U8P3L5r3Z3k6s7K8f6b4R4W3Q6e3Q6Y7T1U8r6W2b4s1R6K6w3g6q1a5W7p9H1x3T2d3/pictures/square_medium.jpeg
1202,anishkabagla,a,13,2022-12-11 04:23:51.498556,name found,Anishka Bagla,,20 followers,English,Joined in Jun 2021,"Anishka's exposure to various spiritual teachings from a very young age gave her the tools to incorporate meditation and yoga into her life. With a mind that was flexible she was able to stretch the body and the soul to unleash its optimum potential. Her intention is to create an inspiring and joyful space for us to grow together through her ever evolving practice. 
She teaches from a place of love and joy that will leave you smiling from within. ...read more",https://users.insighttimer.com/WHeACaoQSqR0YWL4Pub2R15U0CT2/pictures/square_medium.jpeg
1203,academyoftantricscience,a,13,2022-12-11 04:23:55.108781,name found,Aaron Patrick ,"Calgary, Canada",20 followers,English,Joined in Apr 2021,"Aaron has been studying, practicing and applying the science and philosophies of Yoga + Non-Dual Shaiva Tantra for 15+ years. He landed upon Tantra during a trip to India in 2010 when in search of the Kriya Yoga meditations that P. Yogananda described in his autobiography. In 2014 Aaron ventured back into northern India with the intention of furthering his understanding of the Tantric meditations from the revered text named the Vijñāna Bhairava Tantra. ...read more",https://users.insighttimer.com/IeJqzVJAl1cTEBaXj4I3DbOcgsE3/pictures/square_medium.jpeg
1204,annegriffin,a,13,2022-12-11 04:23:57.817117,name found,Anne Griffin,Deutschland,20 followers,Deutsch and English,Joined in Feb 2021,"Anne mag geführte Meditationen und schreibt gerne selbst Traumreisen. In ihrem Sportstudium nahm sie an einer Weiterbildung „Entspannungsverfahren"" teil. Bis heute interessiert sie sich dafür und übt diese selbst gerne aus. Sie erprobt ihre eigenverfassten Fantasiereisen gerne an Familienmitgliedern und ihren Schülern.
Anne enjoys meditating and creating scripts for use. She teaches German, English and PE and has completed various courses. Following a course by Rebecca Griffin she also started to write and record her own dream journeys in English....read more",https://users.insighttimer.com/x5DllQUzQMZNrZK385I21z2DWVn1/pictures/square_medium.jpeg
1205,abigailmensahbonsu,a,13,2022-12-11 04:24:16.547299,name found,Abigail Mensah-Bonsu,"Colorado, USA",20 followers,English,Joined in Nov 2022,"Abigail is a Feminine Leadership Mentor, Goddess Activator, Multidimensional Healer, Intuitive, podcast host, International Bestselling author, and publisher. 

She works with influential women creating conscious heart-centered impact in the world to support them with spiritual tools to align, protect and amplify their light, purpose, and legacy in the world....read more",https://users.insighttimer.com/b2W8Y7Z6Z2z8X8f8y9L0G1e7K1W6Y2y0W7c3x9N7c2J1w7K6F9w8C1F6T7m0R0y9V7X2W4q5X6t0x8z5x1B9B0j5F5J7w4W8K7Z0/pictures/square_medium.jpeg
1206,mindinnature,a,13,2022-12-11 04:24:27.327458,name found,Andrew C Eldredge,"Fairfax, CA, United States",19 followers,English,Joined in Apr 2018,"Earth, Other and Self all in Nature!",https://users.insighttimer.com/n1Q1C5H2Q6H4b2e7b1h1Q9T7j8B6e6j0Y3d8F7J6V3S5C2W8H4k6q8z9q6W8a2z4T7F0P0u6T8E4w9F7s4R3v4J4A3s1R5y1A5c9/pictures/square_medium.jpeg
1207,annemichikotango,a,13,2022-12-11 04:24:30.083060,name found,Anne Michiko Tangi,"New York, NY, USA",19 followers,English,Joined in Apr 2019,"Anne Michiko Tangi is a facilitator of holistic, meditative healing experiences that encompass dance, creative movement, yoga, Reiki, meditation, language and community building.  She integrates her passions to hold safe spaces in which members connect with their true selves and one another, raising the vibration as they celebrate life together. ...read more",https://users.insighttimer.com/g5C1M8m2u1m7Z3y0M6A5C7P4n7h1f6Z7J5R8Q7P7K4c6N3A3E4L3P4G1f7B7v5M6k2W1p6N5u6P7m1z0L1F6E1N9U4c8B4G4k6V2/pictures/square_medium.jpeg
1208,alinasworld,a,13,2022-12-11 04:24:48.896436,name found,Alina's World,,19 followers,English,Joined in Jun 2022,"This is Alina, a 23 y.o. meditation teacher from Ukraine currently based in Germany, creating travel-documentaries, guided meditations and videos and being absolutely passionate about life, traveling and conscious self-development. 

Hope you enjoy her work and it will charge you with positive energy!...read more",https://users.insighttimer.com/U44DCa0CrTdbvcRKVAa7xr4bOB43/pictures/square_medium.jpeg
1209,agnesgoodwine,a,13,2022-12-11 04:25:07.615026,name found,"Agnes ""Mari"" Goodwine",,19 followers,English,Joined in Sep 2021,"Through Restorative Yoga, Trauma Yoga, Vinyasa, and Meditation, Agnes’s mission is to Level Up ‘hope’ for her tribe of students. Agnes holds a BS in Business Management and completed her 200 YTT certification through Cactus Moon School of Yoga....read more",https://users.insighttimer.com/IdanxESClaXpa0Q8uUKXfbMzySv2/pictures/square_medium.jpeg
1210,andreabaykir,a,13,2022-12-11 04:25:10.236035,name found,Andrea Baykir,,19 followers,English,Joined in Nov 2021,"Andrea Baykir is a Certified Primordial Sound Meditation Instructor through the Chopra Center in Carlsbad, California. She is also a Certified 200hr Yoga Teacher, 200hr Kundalini Yoga Teacher through Kundalini University with Guru Singh and Brett Larkin and a Revelation Breathwork Facilitator. She supports women ready to go deeper and discover the magic and power within....read more",https://users.insighttimer.com/L6B1Q6W2H8j6E5t9P1d4r4Y8F8v2h4n6z7U7m2A2G6Q4L7V6u7B9B6E0z1T7r8U3Q0d4u2n3X2b9b2V9v9J1A0E8u4E0H0m7j9d1/pictures/square_medium.jpeg
1211,aryanasolh,a,13,2022-12-11 04:25:37.121778,name found,Aryana Solh,,19 followers,English,Joined in Nov 2021,"Aryana Solh's work helps people release a TON of stuck energy and open up all their channels to receive a positive new relationship to life.

Working with Aryana may be advantageous if you are looking to:

*Gain mastery of your breath and emotions
*Revitalize your relationship with food and eating and experience vibrant health
*Free up your creativity and feel more grounded and empowered thru movement 

Aryana Solh is a Breath Coach, Raw Foods Chef, Detox & Regeneration Specialist, Herbalist, and Yoga Instructor. She is the founder of Solh Wellness and the Breathe Eat Dance Evolve (BEDE) wellness method.  

Whether you are booking an individual session or attending an online training or global retreat, Aryana is committed to holding a positive space for you to love your body and your life and plant new seeds of vitality and celebration....read more",https://users.insighttimer.com/gZvYXjs3gZUIoVcizCTWYuEVZY03/pictures/square_medium.jpeg
