,teacher_id,alpha_index,batch_id,scrape_date,scrape_status,teacher_name,location,followers,languages,date_joined,about,image_url
6500,woodseer,j,66,2022-12-12 06:44:02.853000,name found,Jean-Michel Piedagnel,"Kuala Lumpur, Malaysia",292 followers,English and Français,Joined in Jun 2021,"Jean-Michel's teaching is for people who are interested in non-dogmatic or non-religious practice. Inspired by pragmatic Buddhism, he believes that by just sitting, working on deep relaxation and quieting the mind, each of us can discover our nature, build a deeper understanding of the world or simply go through modern life with ease. With simple breathing techniques, music and concentration, he proposes a practical, non-judgemental and achievable path of meditation....read more",https://users.insighttimer.com/E3W0f2Y6v9d6S8G8t5V3D5r1V7N5p1Z3V6U8b4U7K3g7w2k6j9H2Z2d0j6z4B8k2m2T5G0d9V0m3z4f4b2t3M2H7r6x2x0t3G4M7/pictures/square_medium.jpeg
6501,jonathanfischermusic,j,66,2022-12-12 06:44:06.330965,name found,Jonathan Fischer,"Berlin, Germany",293 followers,English,Joined in Nov 2017,"Musician with a deep fascination for the effect of sound on well-being. I am experientially aware of the effects of frequency on our minds bodies and souls and am committed to improving the lives of others with this knowledge. Music can plunge us into ""other worlds"" at the drop of a hat. Allow me to guide you on a part of your journey. Shanti Om....read more",https://users.insighttimer.com/N6y6h5D7F2x0t4M7e8p8C2Y2H6n0D4j8m9Z0F4K9d6E1S1X8E7A1N1P3n3e1b2t1L8z3w0y1s6B2T9j9B6h7c8G9D4V0f7u5U9g0/pictures/square_medium.jpeg
6502,janneke,j,66,2022-12-12 06:44:29.534944,name found,Janneke,The Hague,291 followers,Nederlands,Joined in Aug 2018,"Yoga & mindfulness teacher, blogger, mama! Concious & curious living. ",https://users.insighttimer.com/n4u0B6T2H3x9E7s5W3q0n7h6t4s3q3Q6N5k6X2S0A9x8p9w6m1z7Y7a4z5S7Y8x5s6V3c7W5q9h3X7c4e0h2U4w5x9g8T3Z2Q0w3/pictures/square_medium.jpeg
6503,jakeisat,j,66,2022-12-12 06:44:48.732558,name found,Jake Isat,"London, UK",292 followers,English,Joined in Aug 2020,"Meditation has greatly improved my life. I am really grateful for the practice and I would like to share it with you.

Building the habit of Meditation has led to many direct benefits in my life such as becoming more aware of my reactions, being more present, weight loss, overcoming addictive behaviours, rooting out negative thought patterns, better memory and generally a much happier life. I hope that my sessions can be helpful to you on your journey of awakening and enlightenment. ...read more",https://users.insighttimer.com/r6q1k8k4Z9H3G7E0N0Q8M2r2B8T0n0m1C9j8v7c0A6R3w2v3z3C3S3Z1W6K2w9V3f4p3c2W9Y0T0v9u6X6L9s9Q6n5k8R1w0r1k7/pictures/square_medium.jpeg
6504,getwoke,j,66,2022-12-12 06:45:07.863553,name found,Jaron Lukas,"Las Vegas, NV, USA",291 followers,English,Joined in Jun 2019,"I am a serial entrepreneur who leads a lightworker community here on Insight Timer. We believe in leadership through the principles of love, kindness and selflessness. ",https://users.insighttimer.com/A9n6Q1z4Z4b4t2d1W2u8F4M5y1S0P9s3E8M2n4w9j8a8S8y9A3L9R7j3w5b4v0D5Z4R1q3Z8z8D6N1Q3x3A6p2h8L8F0B9Y1p1T6/pictures/square_medium.jpeg
6505,jamesw,j,66,2022-12-12 06:45:10.539829,name found,James Whiticar,,291 followers,English,Joined in Aug 2021,James is a Christian musician who uses meditation on a daily basis. He has just started creating meditation track. He believes the Bible and Mindfulness have many parallels. He endeavors to create meditations based on both. He has just completed a certificate in Biblical studies and is working towards a diploma and beyond....read more,https://users.insighttimer.com/n4z5V4Q2T0X2B0Y4e3G4X2g8G4N7C5R4B9r5G4W1n6a6P1w8Y5P8h2P3V4K7M9n3A3z3Y6g1y2T6p2G5s7j5V0C0d3B0L6G3s0z3/pictures/square_medium.jpeg
6506,jmmccrea,j,66,2022-12-12 06:45:35.470206,name found,Jennifer McCrea,"Mill Valley, CA, USA",289 followers,English,Joined in Aug 2018,"Jennifer is a Sr. Research Fellow at Harvard University and is a speaker, writer and teacher on the topic of money, meaning and social change. She is the co-author of  bestselling book, ""The Generosity Network,"" and co-founded Born Free Africa. She is a board member at Just Capital, Leading Change Network, Reimagining Democracy Fund, Target Zero and Quincy Jones MusiQ Consortium and is on the Advisory Councils of MIT Media Lab and Blue School. She is a Henry Crown Fellow at the Aspen Institute.
...read more",https://users.insighttimer.com/N0g4z2X2P6U5v0v4f1Q3L1S9f0r2N5u2X8S1T8L9W1g5h2B1b7m8c0P0w9R4N8f8W1x6G9P1f3x0B1Z0H1q0k9T4g5c7p3q7b5X2/pictures/square_medium.jpeg
6507,jessholliday,j,66,2022-12-12 06:45:38.522308,name found,Jess Holliday,"Totnes, UK",290 followers,English,Joined in Oct 2019,"By expanding our awareness through meditation, we transform ourselves as we transform the world. 

Psychology & Philosophy BSc. Asian, Central & South American Cosmology. Kabala & Esoteric studies. Las Piramides Initiate. 200hr RYT Ashtanga Siromani. 200hr Chopra Centre Vedic Educator - Primordial Sound Mantra, 40hr YACEP Pranayama/Breathing, Tibetan Buddhism LamRim, Shamatha & the Chakra system. ...read more",https://users.insighttimer.com/H7p6B2H0R7s6M2W3b3h8F3K3G2P4V7m4r4h3N5w4Q7B3w4W4G1M4m3z4W6h0k7G9d9Q9x7f7n1S1E6A7w8Y7e5G9r4y2G2W9C8T7/pictures/square_medium.jpeg
6508,joeholtaway,j,66,2022-12-12 06:45:41.701527,name found,Joe Holtaway,"London, UK",289 followers,English,Joined in May 2020,"Joe's songs and guided relaxations are inspired by a folk music upbringing and involvements in peace & social justice movements. Following a year's residency in the Nobel peace prize-nominated Buddhist monk Thích Nhat Hạnh's Plum Village, Joe spent two years travelling, songwriting, singing and offering guided relaxations at festivals, retreats, protest camps and demonstrations, with organisations including Extinction Rebellion and the Quakers. 
'fine songwriting’-Tom Robinson BBC6 Music...read more",https://users.insighttimer.com/W8Q8g2z8r1e5a1X8w3u9s4K2F6S9u4Y3s5A7H9t5S5n0x1z8A2E0L0k1c2h4V9W7J1L9x7t7u6s0v9n1c9y0F7c6a9g0p0F3X9y6/pictures/square_medium.jpeg
6509,whitewillowwellnesscenter,j,66,2022-12-12 06:46:04.832538,name found,Jamie K Dean,"California, United States",288 followers,English,Joined in Jun 2018,"Hi! My Name is Jamie, owner of White Willow Wellness Center where everything is all about about clearing and balancing your chakras! Reiki is my passion and what has personally opened me up spiritually. You see, I was severely depressed after having my 2 little kids (I also have a 21 year old) On May 5, 2016 I was guided by spirit to go to a psychic. There she told me I have very strong energy and intuition but also some bloclages. I went outside and googled energy blockages and found chakras and from there found Reiki! I googled Reiki and my friend's name came up on top! I went to her for Reiki and immediately knew this was my soul purpose! Included in that purpose is meditation. Meditation is what finally quieted my ""monkey mind."" I couldn't believe it the first time I had absolutely NOTHING running through my head. Just peace and quiet. It was glorious! I have now goeetn the strong message to create meditations for others! My hope is that I will be able to help you with these wonderful healing modalities that have changed my life! Thank you for your time. Have a wonderful day. Namaste!...read more",https://users.insighttimer.com/B5b3K8q6p2p1J6G6t1N7T0y7h2X9r6X8n0s3T0V2q6F8z9q0j2j7V2F3p8P3p4J2G2x0J8a0R4M1Y2R9h7T2w9h5F4L3P1x4u2f4/pictures/square_medium.jpeg
