,teacher_id,alpha_index,batch_id,scrape_date,scrape_status,teacher_name,location,followers,languages,date_joined,about,image_url
4700,kineticgracemeditations,e,48,2022-12-11 19:33:21.459995,name found,Ericka Thomas,"Greensboro, NC, USA",10 followers,English,Joined in May 2021,"Ericka is a certified trauma release exercise provider, RYT, health coach and nutrition specialist dedicated to natural, balanced ways to work through the body to re-establish safety in the body and find recovery - for the body, mind & spirit.
She coaches warriors. Guiding outstanding individuals off the battlefield of trauma For lasting resilience to all sources of stress, tension and anxiety. ...read more",https://users.insighttimer.com/AfXJnAGeQCSCNfxEvCz1Vfn8yqg1/pictures/square_medium.jpeg
4701,mindfulkit,e,48,2022-12-11 19:33:40.222683,name found,Edgar Tarrés Falcó,"Catalonia, Spain",10 followers,Español,Joined in Mar 2019,"Founder of Mindfulkit, authentic Mindful Experiences. Teacher of mindfulness, healing sounds, forest bathing. Mindful Travel projects consultant. Experiencias auténticas Mindful Travel para transformar tu vida. Formación para empresas, programas MICE, actividades de ocio para grupos e individuales propuestas de bienestar y transformación personal para vivir con mayor creatividad, bienestar, coherencia y consciencia....read more",https://users.insighttimer.com/K3d3m7R1R8A0L5c6B5W8Y1H9f7d5F7a3w9v6L9j6Y8Q1f4c0k9q9u4S0H6s2b1u2H0b5S8N2d8D0h4t9k4L5g5N2A5v6L0J8H0d3/pictures/square_medium.jpeg
4702,ritacintrao,e,48,2022-12-11 19:33:59.026347,name found,Embalo by Rita Cintrão,"Carcavelos, Portugal",10 followers,Português,Joined in Apr 2020,"A Embalo surgiu numa fase de viragem. Depois de me ter encerrado no laboratório que é a vida, de experienciar sensações, vivências, emoções... chegou a hora de embalar tudo o que foi vivido, a experiência, a conclusão e fazer acontecer!
Um projeto que nos leva ao mundo encantado das fadas, à luz da meditação e à alegria do yôga.
É um convite à descoberta do nosso ser, sempre com respeito pela evolução individual, pelo ser único e irrepetível. ...read more",https://users.insighttimer.com/D7L9E2M4y9y0m9r8d4x8w7U2U8n4F3m4V4u0N7k9U0v0N9a5s4k6R2m1A6m9t0v7g9p3q6Q1z6F5L4E7j7k6L7b5R2M1Z6z4c2g1/pictures/square_medium.jpeg
4703,elizabethnakata,e,48,2022-12-11 19:34:09.747278,name found,Elizabeth Nakata,,10 followers,"BR. Português, English, Español and Français",Joined in Nov 2021,"Terapeuta sistêmica em astrologia, constelações familiares, alinhamento energético, cabalah e IoPT - Terapia do Psicotrauma orientada para a Identidade. Criadora do método Simetria Áurea integrando diversas terapias em seus atendimentos. Celebrante de casamentos. Inicialmente jornalista, aos poucos foi trilhando o caminho do autodesenvolvimento e se aprofundando em seus estudos. Tem como objetivo ajudar as pessoas em suas jornadas de autoconhecimento e autodesenvolvimento, explorando seus potenciais e vivendo em harmonia com seus propósitos de vida....read more",https://users.insighttimer.com/tTb7ozMLg0VtXFzU5CQvVLvKNLl1/pictures/square_medium.jpeg
4704,erd.weib,e,48,2022-12-11 19:34:28.455196,name found,Erd.Weib,"Altmünster, Austria",10 followers,"English, Español and Deutsch",Joined in Jan 2022,"~Intuition & intuitives Arbeiten auf allen Ebenen. 
~Wombhealing & Doula
~Ganzheitliche Frauenarbeit
~Intuitive Körperarbeit, Yoga, (Thai-) Massage, Reiki

~Tina liebt es, sich bei ihrer Arbeit ganz von ihrer Intuition leiten zu lassen und im Einklang mit der (inneren & äußeren) Natur zu arbeiten....read more",https://users.insighttimer.com/y5F5e7W0T7D6v0L2T9Z6Q0u1n9t6B2p8c9Z0F8E3C0V7L1v1x8R0r5f2j2D7b6d3d5T4p7r2m4x8w6u2M1D5v7F6P5G1q1M7B7U8/pictures/square_medium.jpeg
4705,elisabskidmore,e,48,2022-12-11 19:34:47.136707,name found,Elisa Skidmore,,10 followers,English,Joined in Oct 2022,"Elisa's journey with mental health, motherhood and faith has made her passionate about the intersection of emotional health and spirituality. She is a child of God, a woman of faith, a wife, a mother to four, and an MSW student preparing to become a therapist.

Yoga and mindfulness have been part of Elisa's healing journey. As a deep thinker, an empathetic listener, and a classically trained singer, leading meditations has felt like a natural way to bless others struggling with mental health challenges. 

A Seattle native now living in Ohio, Elisa loves to be in nature, having campfires with her family, and connecting with friends on a deep level....read more",https://users.insighttimer.com/KwnmYeEaOhUDL4a6je0deEQVh4W2/pictures/square_medium.jpeg
4706,indigonature,e,48,2022-12-11 19:35:05.815608,name found,Elizabeth Byrne,"Nashville, TN, USA",10 followers,,Joined in Apr 2021,"Elizabeth is a Reiki Master, intuitive healer, and artist.  She is inquisitive and loves exploring the world around her.",https://users.insighttimer.com/xVExUq02g9Z21scNKpRXUOBl2dN2/pictures/square_medium.jpeg
4707,estherstentenbach,e,48,2022-12-11 19:35:24.522911,name found,Esther Stentenbach,,10 followers,Deutsch,Joined in Jun 2020,"Wie schön, dass du da bist und dir Zeit für dich nimmst, um zu meditieren. Yoga & Meditation sind ein wichtiger Teil meines Lebens und ich freue mich sehr heute meine Meditationen mit dir zu teilen. Hier findest du geführte Meditationen, die von Herzen kommen - für mehr Verbundenheit & Autonomie.
Viel Freude beim Anhören!
...read more",https://users.insighttimer.com/X5n3Q8Q8K8Y3X7g2L7K5J7h1w3Q0j6n7C2J0V2s8g2t1K0c4M1T1r9R1T7C7S1m8P1L8k4r7y7g2F4v9W6u2p4T4w3N4N1G0V6h2/pictures/square_medium.jpeg
4708,esteemcoaching,e,48,2022-12-11 19:35:51.252732,name found,Elke Weithe,,10 followers,Deutsch,Joined in Jan 2022,Als zertifizierte Achtsamkeitstrainerin und langjährige Trainerin für Führungskräfte ist Elke Weithe Gründerin von esteem consulting-coaching-mind. Lassen Sie sich von ihr in einer neuen vertrauensvollen Form der persönlichen Beratung begleiten und bringen Sie mit der Kunst der Selbstführung durch Achtsamkeit wieder mehr Leichtigkeit in Ihr Leben....read more,https://users.insighttimer.com/hfjr7GiuSWfuLzgpicGx0wYpeR73/pictures/square_medium.jpeg
4709,emmakiarayoga,e,48,2022-12-11 19:36:09.876254,name found,Emma Kiara,,10 followers,English,Joined in Feb 2022,"Emma has been studying Yoga since 2015, accumulating certifications in Yoga, Yoga Nidra, Yoga Therapy, Breathwork and Meditation in Motion. She is dedicated to revealing the innate connection between body and mind in her students. 

Emma's training is primarily in the Amrit Yoga lineage, with a mix of a few other traditions such as Yin, Restorative and Vinyasa Yoga. She is currently working toward her 800 hour Yoga Therapy certification....read more",https://users.insighttimer.com/x3q2B2e4t8v5t0D9h3e9H5N5A1C2e0p0S5V9B7W6G1R2Q9w6R5A8A1s2K7J9A2X1Q6h2r4L5N8U3y8Z2h4s5z6X3Z4P1D4E6E8B0/pictures/square_medium.jpeg
